State,Year,Crime_Type,Cases,Female_Population,Crime_Rate,Literacy_Rate,Urban_Percent,Unemployment_Rate,Avg_Income,Police_Stations,Conviction_Rate,Reporting_Rate,Population_Density,Latitude,Longitude
Andhra Pradesh,2018,Rape,3174,77506526,4.1,76.14,50.14,7.86,176108,2294,40.45,84.73,194,18.23,81.25
Andhra Pradesh,2018,Domestic Violence,7398,77506526,9.55,76.14,50.14,7.86,176108,2294,40.45,84.73,194,18.23,81.25
Andhra Pradesh,2018,Kidnapping,1293,77506526,1.67,76.14,50.14,7.86,176108,2294,40.45,84.73,194,18.23,81.25
Andhra Pradesh,2018,Harassment,2616,77506526,3.38,76.14,50.14,7.86,176108,2294,40.45,84.73,194,18.23,81.25
Andhra Pradesh,2018,Dowry Deaths,6279,77506526,8.1,76.14,50.14,7.86,176108,2294,40.45,84.73,194,18.23,81.25
Andhra Pradesh,2018,Acid Attack,6666,77506526,8.6,76.14,50.14,7.86,176108,2294,40.45,84.73,194,18.23,81.25
Andhra Pradesh,2018,Cyber Crime,1314,77506526,1.7,76.14,50.14,7.86,176108,2294,40.45,84.73,194,18.23,81.25
Andhra Pradesh,2018,Stalking,845,77506526,1.09,76.14,50.14,7.86,176108,2294,40.45,84.73,194,18.23,81.25
Andhra Pradesh,2019,Rape,4031,79056656,5.1,88.15,29.2,8.28,175885,1184,32.8,82.67,782,18.23,81.25
Andhra Pradesh,2019,Domestic Violence,7647,79056656,9.67,88.15,29.2,8.28,175885,1184,32.8,82.67,782,18.23,81.25
Andhra Pradesh,2019,Kidnapping,4951,79056656,6.26,88.15,29.2,8.28,175885,1184,32.8,82.67,782,18.23,81.25
Andhra Pradesh,2019,Harassment,4376,79056656,5.54,88.15,29.2,8.28,175885,1184,32.8,82.67,782,18.23,81.25
Andhra Pradesh,2019,Dowry Deaths,6459,79056656,8.17,88.15,29.2,8.28,175885,1184,32.8,82.67,782,18.23,81.25
Andhra Pradesh,2019,Acid Attack,626,79056656,0.79,88.15,29.2,8.28,175885,1184,32.8,82.67,782,18.23,81.25
Andhra Pradesh,2019,Cyber Crime,3677,79056656,4.65,88.15,29.2,8.28,175885,1184,32.8,82.67,782,18.23,81.25
Andhra Pradesh,2019,Stalking,9295,79056656,11.76,88.15,29.2,8.28,175885,1184,32.8,82.67,782,18.23,81.25
Andhra Pradesh,2020,Rape,9897,80606787,12.28,68.11,24.14,3.7,225399,1630,26.14,60.62,519,18.23,81.25
Andhra Pradesh,2020,Domestic Violence,3530,80606787,4.38,68.11,24.14,3.7,225399,1630,26.14,60.62,519,18.23,81.25
Andhra Pradesh,2020,Kidnapping,3372,80606787,4.18,68.11,24.14,3.7,225399,1630,26.14,60.62,519,18.23,81.25
Andhra Pradesh,2020,Harassment,3572,80606787,4.43,68.11,24.14,3.7,225399,1630,26.14,60.62,519,18.23,81.25
Andhra Pradesh,2020,Dowry Deaths,2354,80606787,2.92,68.11,24.14,3.7,225399,1630,26.14,60.62,519,18.23,81.25
Andhra Pradesh,2020,Acid Attack,4521,80606787,5.61,68.11,24.14,3.7,225399,1630,26.14,60.62,519,18.23,81.25
Andhra Pradesh,2020,Cyber Crime,5162,80606787,6.4,68.11,24.14,3.7,225399,1630,26.14,60.62,519,18.23,81.25
Andhra Pradesh,2020,Stalking,7014,80606787,8.7,68.11,24.14,3.7,225399,1630,26.14,60.62,519,18.23,81.25
Andhra Pradesh,2021,Rape,8470,82156917,10.31,75.69,43.94,3.49,278488,401,60.14,50.21,1036,18.23,81.25
Andhra Pradesh,2021,Domestic Violence,9266,82156917,11.28,75.69,43.94,3.49,278488,401,60.14,50.21,1036,18.23,81.25
Andhra Pradesh,2021,Kidnapping,1036,82156917,1.26,75.69,43.94,3.49,278488,401,60.14,50.21,1036,18.23,81.25
Andhra Pradesh,2021,Harassment,2125,82156917,2.59,75.69,43.94,3.49,278488,401,60.14,50.21,1036,18.23,81.25
Andhra Pradesh,2021,Dowry Deaths,8473,82156917,10.31,75.69,43.94,3.49,278488,401,60.14,50.21,1036,18.23,81.25
Andhra Pradesh,2021,Acid Attack,9077,82156917,11.05,75.69,43.94,3.49,278488,401,60.14,50.21,1036,18.23,81.25
Andhra Pradesh,2021,Cyber Crime,8570,82156917,10.43,75.69,43.94,3.49,278488,401,60.14,50.21,1036,18.23,81.25
Andhra Pradesh,2021,Stalking,9166,82156917,11.16,75.69,43.94,3.49,278488,401,60.14,50.21,1036,18.23,81.25
Andhra Pradesh,2022,Rape,4072,83707048,4.86,80.81,47.13,5.02,251579,962,27.04,57.94,809,18.23,81.25
Andhra Pradesh,2022,Domestic Violence,6475,83707048,7.74,80.81,47.13,5.02,251579,962,27.04,57.94,809,18.23,81.25
Andhra Pradesh,2022,Kidnapping,6820,83707048,8.15,80.81,47.13,5.02,251579,962,27.04,57.94,809,18.23,81.25
Andhra Pradesh,2022,Harassment,4880,83707048,5.83,80.81,47.13,5.02,251579,962,27.04,57.94,809,18.23,81.25
Andhra Pradesh,2022,Dowry Deaths,5257,83707048,6.28,80.81,47.13,5.02,251579,962,27.04,57.94,809,18.23,81.25
Andhra Pradesh,2022,Acid Attack,3213,83707048,3.84,80.81,47.13,5.02,251579,962,27.04,57.94,809,18.23,81.25
Andhra Pradesh,2022,Cyber Crime,6088,83707048,7.27,80.81,47.13,5.02,251579,962,27.04,57.94,809,18.23,81.25
Andhra Pradesh,2022,Stalking,1466,83707048,1.75,80.81,47.13,5.02,251579,962,27.04,57.94,809,18.23,81.25
Andhra Pradesh,2023,Rape,2259,85257178,2.65,89.14,47.54,8.02,205989,2723,46.75,58.3,426,18.23,81.25
Andhra Pradesh,2023,Domestic Violence,9681,85257178,11.36,89.14,47.54,8.02,205989,2723,46.75,58.3,426,18.23,81.25
Andhra Pradesh,2023,Kidnapping,2982,85257178,3.5,89.14,47.54,8.02,205989,2723,46.75,58.3,426,18.23,81.25
Andhra Pradesh,2023,Harassment,8558,85257178,10.04,89.14,47.54,8.02,205989,2723,46.75,58.3,426,18.23,81.25
Andhra Pradesh,2023,Dowry Deaths,1451,85257178,1.7,89.14,47.54,8.02,205989,2723,46.75,58.3,426,18.23,81.25
Andhra Pradesh,2023,Acid Attack,9414,85257178,11.04,89.14,47.54,8.02,205989,2723,46.75,58.3,426,18.23,81.25
Andhra Pradesh,2023,Cyber Crime,2579,85257178,3.02,89.14,47.54,8.02,205989,2723,46.75,58.3,426,18.23,81.25
Andhra Pradesh,2023,Stalking,3217,85257178,3.77,89.14,47.54,8.02,205989,2723,46.75,58.3,426,18.23,81.25
Telangana,2018,Rape,5426,18691164,29.03,84.28,55.25,5.65,88258,393,46.72,71.65,1046,24.87,78.95
Telangana,2018,Domestic Violence,6516,18691164,34.86,84.28,55.25,5.65,88258,393,46.72,71.65,1046,24.87,78.95
Telangana,2018,Kidnapping,3835,18691164,20.52,84.28,55.25,5.65,88258,393,46.72,71.65,1046,24.87,78.95
Telangana,2018,Harassment,8538,18691164,45.68,84.28,55.25,5.65,88258,393,46.72,71.65,1046,24.87,78.95
Telangana,2018,Dowry Deaths,5373,18691164,28.75,84.28,55.25,5.65,88258,393,46.72,71.65,1046,24.87,78.95
Telangana,2018,Acid Attack,1981,18691164,10.6,84.28,55.25,5.65,88258,393,46.72,71.65,1046,24.87,78.95
Telangana,2018,Cyber Crime,6805,18691164,36.41,84.28,55.25,5.65,88258,393,46.72,71.65,1046,24.87,78.95
Telangana,2018,Stalking,3951,18691164,21.14,84.28,55.25,5.65,88258,393,46.72,71.65,1046,24.87,78.95
Telangana,2019,Rape,9019,19064987,47.31,83.03,78.74,10.56,266454,1032,47.59,61.42,542,24.87,78.95
Telangana,2019,Domestic Violence,7721,19064987,40.5,83.03,78.74,10.56,266454,1032,47.59,61.42,542,24.87,78.95
Telangana,2019,Kidnapping,3810,19064987,19.98,83.03,78.74,10.56,266454,1032,47.59,61.42,542,24.87,78.95
Telangana,2019,Harassment,3800,19064987,19.93,83.03,78.74,10.56,266454,1032,47.59,61.42,542,24.87,78.95
Telangana,2019,Dowry Deaths,7222,19064987,37.88,83.03,78.74,10.56,266454,1032,47.59,61.42,542,24.87,78.95
Telangana,2019,Acid Attack,7718,19064987,40.48,83.03,78.74,10.56,266454,1032,47.59,61.42,542,24.87,78.95
Telangana,2019,Cyber Crime,8276,19064987,43.41,83.03,78.74,10.56,266454,1032,47.59,61.42,542,24.87,78.95
Telangana,2019,Stalking,4175,19064987,21.9,83.03,78.74,10.56,266454,1032,47.59,61.42,542,24.87,78.95
Telangana,2020,Rape,6119,19438810,31.48,63.34,25.97,5.19,212893,1511,62.78,87.36,551,24.87,78.95
Telangana,2020,Domestic Violence,8856,19438810,45.56,63.34,25.97,5.19,212893,1511,62.78,87.36,551,24.87,78.95
Telangana,2020,Kidnapping,7112,19438810,36.59,63.34,25.97,5.19,212893,1511,62.78,87.36,551,24.87,78.95
Telangana,2020,Harassment,5505,19438810,28.32,63.34,25.97,5.19,212893,1511,62.78,87.36,551,24.87,78.95
Telangana,2020,Dowry Deaths,1322,19438810,6.8,63.34,25.97,5.19,212893,1511,62.78,87.36,551,24.87,78.95
Telangana,2020,Acid Attack,1443,19438810,7.42,63.34,25.97,5.19,212893,1511,62.78,87.36,551,24.87,78.95
Telangana,2020,Cyber Crime,6650,19438810,34.21,63.34,25.97,5.19,212893,1511,62.78,87.36,551,24.87,78.95
Telangana,2020,Stalking,4925,19438810,25.34,63.34,25.97,5.19,212893,1511,62.78,87.36,551,24.87,78.95
Telangana,2021,Rape,7352,19812633,37.11,57.99,32.47,3.24,217292,1114,49.15,68.96,613,24.87,78.95
Telangana,2021,Domestic Violence,6535,19812633,32.98,57.99,32.47,3.24,217292,1114,49.15,68.96,613,24.87,78.95
Telangana,2021,Kidnapping,4094,19812633,20.66,57.99,32.47,3.24,217292,1114,49.15,68.96,613,24.87,78.95
Telangana,2021,Harassment,5341,19812633,26.96,57.99,32.47,3.24,217292,1114,49.15,68.96,613,24.87,78.95
Telangana,2021,Dowry Deaths,1909,19812633,9.64,57.99,32.47,3.24,217292,1114,49.15,68.96,613,24.87,78.95
Telangana,2021,Acid Attack,5066,19812633,25.57,57.99,32.47,3.24,217292,1114,49.15,68.96,613,24.87,78.95
Telangana,2021,Cyber Crime,4991,19812633,25.19,57.99,32.47,3.24,217292,1114,49.15,68.96,613,24.87,78.95
Telangana,2021,Stalking,2055,19812633,10.37,57.99,32.47,3.24,217292,1114,49.15,68.96,613,24.87,78.95
Telangana,2022,Rape,1887,20186457,9.35,76.85,44.56,7.97,180273,1276,34.72,92.68,953,24.87,78.95
Telangana,2022,Domestic Violence,3179,20186457,15.75,76.85,44.56,7.97,180273,1276,34.72,92.68,953,24.87,78.95
Telangana,2022,Kidnapping,2606,20186457,12.91,76.85,44.56,7.97,180273,1276,34.72,92.68,953,24.87,78.95
Telangana,2022,Harassment,8673,20186457,42.96,76.85,44.56,7.97,180273,1276,34.72,92.68,953,24.87,78.95
Telangana,2022,Dowry Deaths,4723,20186457,23.4,76.85,44.56,7.97,180273,1276,34.72,92.68,953,24.87,78.95
Telangana,2022,Acid Attack,5331,20186457,26.41,76.85,44.56,7.97,180273,1276,34.72,92.68,953,24.87,78.95
Telangana,2022,Cyber Crime,3268,20186457,16.19,76.85,44.56,7.97,180273,1276,34.72,92.68,953,24.87,78.95
Telangana,2022,Stalking,3686,20186457,18.26,76.85,44.56,7.97,180273,1276,34.72,92.68,953,24.87,78.95
Telangana,2023,Rape,9133,20560280,44.42,72.94,64.5,9.29,149608,1981,52.25,68.98,765,24.87,78.95
Telangana,2023,Domestic Violence,9496,20560280,46.19,72.94,64.5,9.29,149608,1981,52.25,68.98,765,24.87,78.95
Telangana,2023,Kidnapping,574,20560280,2.79,72.94,64.5,9.29,149608,1981,52.25,68.98,765,24.87,78.95
Telangana,2023,Harassment,7481,20560280,36.39,72.94,64.5,9.29,149608,1981,52.25,68.98,765,24.87,78.95
Telangana,2023,Dowry Deaths,5975,20560280,29.06,72.94,64.5,9.29,149608,1981,52.25,68.98,765,24.87,78.95
Telangana,2023,Acid Attack,8732,20560280,42.47,72.94,64.5,9.29,149608,1981,52.25,68.98,765,24.87,78.95
Telangana,2023,Cyber Crime,7684,20560280,37.37,72.94,64.5,9.29,149608,1981,52.25,68.98,765,24.87,78.95
Telangana,2023,Stalking,6296,20560280,30.62,72.94,64.5,9.29,149608,1981,52.25,68.98,765,24.87,78.95
Kerala,2018,Rape,9146,79052985,11.57,59.9,35.82,5.4,79402,367,32.54,78.49,920,27.45,71.09
Kerala,2018,Domestic Violence,3469,79052985,4.39,59.9,35.82,5.4,79402,367,32.54,78.49,920,27.45,71.09
Kerala,2018,Kidnapping,3528,79052985,4.46,59.9,35.82,5.4,79402,367,32.54,78.49,920,27.45,71.09
Kerala,2018,Harassment,8143,79052985,10.3,59.9,35.82,5.4,79402,367,32.54,78.49,920,27.45,71.09
Kerala,2018,Dowry Deaths,3181,79052985,4.02,59.9,35.82,5.4,79402,367,32.54,78.49,920,27.45,71.09
Kerala,2018,Acid Attack,4129,79052985,5.22,59.9,35.82,5.4,79402,367,32.54,78.49,920,27.45,71.09
Kerala,2018,Cyber Crime,4725,79052985,5.98,59.9,35.82,5.4,79402,367,32.54,78.49,920,27.45,71.09
Kerala,2018,Stalking,3567,79052985,4.51,59.9,35.82,5.4,79402,367,32.54,78.49,920,27.45,71.09
Kerala,2019,Rape,8179,80634044,10.14,88.55,31.06,3.81,268482,993,23.41,87.67,110,27.45,71.09
Kerala,2019,Domestic Violence,7319,80634044,9.08,88.55,31.06,3.81,268482,993,23.41,87.67,110,27.45,71.09
Kerala,2019,Kidnapping,9828,80634044,12.19,88.55,31.06,3.81,268482,993,23.41,87.67,110,27.45,71.09
Kerala,2019,Harassment,8878,80634044,11.01,88.55,31.06,3.81,268482,993,23.41,87.67,110,27.45,71.09
Kerala,2019,Dowry Deaths,9942,80634044,12.33,88.55,31.06,3.81,268482,993,23.41,87.67,110,27.45,71.09
Kerala,2019,Acid Attack,1833,80634044,2.27,88.55,31.06,3.81,268482,993,23.41,87.67,110,27.45,71.09
Kerala,2019,Cyber Crime,4650,80634044,5.77,88.55,31.06,3.81,268482,993,23.41,87.67,110,27.45,71.09
Kerala,2019,Stalking,7266,80634044,9.01,88.55,31.06,3.81,268482,993,23.41,87.67,110,27.45,71.09
Kerala,2020,Rape,8174,82215104,9.94,88.39,28.1,7.35,109129,950,33.11,76.78,1057,27.45,71.09
Kerala,2020,Domestic Violence,6622,82215104,8.05,88.39,28.1,7.35,109129,950,33.11,76.78,1057,27.45,71.09
Kerala,2020,Kidnapping,981,82215104,1.19,88.39,28.1,7.35,109129,950,33.11,76.78,1057,27.45,71.09
Kerala,2020,Harassment,653,82215104,0.79,88.39,28.1,7.35,109129,950,33.11,76.78,1057,27.45,71.09
Kerala,2020,Dowry Deaths,8117,82215104,9.87,88.39,28.1,7.35,109129,950,33.11,76.78,1057,27.45,71.09
Kerala,2020,Acid Attack,2024,82215104,2.46,88.39,28.1,7.35,109129,950,33.11,76.78,1057,27.45,71.09
Kerala,2020,Cyber Crime,2620,82215104,3.19,88.39,28.1,7.35,109129,950,33.11,76.78,1057,27.45,71.09
Kerala,2020,Stalking,2843,82215104,3.46,88.39,28.1,7.35,109129,950,33.11,76.78,1057,27.45,71.09
Kerala,2021,Rape,8863,83796164,10.58,80.49,49.73,9.2,105337,224,32.32,86.86,207,27.45,71.09
Kerala,2021,Domestic Violence,4049,83796164,4.83,80.49,49.73,9.2,105337,224,32.32,86.86,207,27.45,71.09
Kerala,2021,Kidnapping,4697,83796164,5.61,80.49,49.73,9.2,105337,224,32.32,86.86,207,27.45,71.09
Kerala,2021,Harassment,7509,83796164,8.96,80.49,49.73,9.2,105337,224,32.32,86.86,207,27.45,71.09
Kerala,2021,Dowry Deaths,7167,83796164,8.55,80.49,49.73,9.2,105337,224,32.32,86.86,207,27.45,71.09
Kerala,2021,Acid Attack,2822,83796164,3.37,80.49,49.73,9.2,105337,224,32.32,86.86,207,27.45,71.09
Kerala,2021,Cyber Crime,4590,83796164,5.48,80.49,49.73,9.2,105337,224,32.32,86.86,207,27.45,71.09
Kerala,2021,Stalking,7460,83796164,8.9,80.49,49.73,9.2,105337,224,32.32,86.86,207,27.45,71.09
Kerala,2022,Rape,2250,85377223,2.64,59.79,77.01,7.01,107134,211,47.1,89.28,760,27.45,71.09
Kerala,2022,Domestic Violence,6104,85377223,7.15,59.79,77.01,7.01,107134,211,47.1,89.28,760,27.45,71.09
Kerala,2022,Kidnapping,2921,85377223,3.42,59.79,77.01,7.01,107134,211,47.1,89.28,760,27.45,71.09
Kerala,2022,Harassment,7619,85377223,8.92,59.79,77.01,7.01,107134,211,47.1,89.28,760,27.45,71.09
Kerala,2022,Dowry Deaths,9401,85377223,11.01,59.79,77.01,7.01,107134,211,47.1,89.28,760,27.45,71.09
Kerala,2022,Acid Attack,5819,85377223,6.82,59.79,77.01,7.01,107134,211,47.1,89.28,760,27.45,71.09
Kerala,2022,Cyber Crime,7109,85377223,8.33,59.79,77.01,7.01,107134,211,47.1,89.28,760,27.45,71.09
Kerala,2022,Stalking,5887,85377223,6.9,59.79,77.01,7.01,107134,211,47.1,89.28,760,27.45,71.09
Kerala,2023,Rape,3657,86958283,4.21,62.74,79.26,11.5,209007,977,49.41,94.97,1080,27.45,71.09
Kerala,2023,Domestic Violence,890,86958283,1.02,62.74,79.26,11.5,209007,977,49.41,94.97,1080,27.45,71.09
Kerala,2023,Kidnapping,4930,86958283,5.67,62.74,79.26,11.5,209007,977,49.41,94.97,1080,27.45,71.09
Kerala,2023,Harassment,9320,86958283,10.72,62.74,79.26,11.5,209007,977,49.41,94.97,1080,27.45,71.09
Kerala,2023,Dowry Deaths,8186,86958283,9.41,62.74,79.26,11.5,209007,977,49.41,94.97,1080,27.45,71.09
Kerala,2023,Acid Attack,4732,86958283,5.44,62.74,79.26,11.5,209007,977,49.41,94.97,1080,27.45,71.09
Kerala,2023,Cyber Crime,8507,86958283,9.78,62.74,79.26,11.5,209007,977,49.41,94.97,1080,27.45,71.09
Kerala,2023,Stalking,2021,86958283,2.32,62.74,79.26,11.5,209007,977,49.41,94.97,1080,27.45,71.09
Punjab,2018,Rape,3167,71626362,4.42,85.17,70.67,5.87,299321,814,21.85,76.83,1094,33.5,81.75
Punjab,2018,Domestic Violence,8480,71626362,11.84,85.17,70.67,5.87,299321,814,21.85,76.83,1094,33.5,81.75
Punjab,2018,Kidnapping,630,71626362,0.88,85.17,70.67,5.87,299321,814,21.85,76.83,1094,33.5,81.75
Punjab,2018,Harassment,3483,71626362,4.86,85.17,70.67,5.87,299321,814,21.85,76.83,1094,33.5,81.75
Punjab,2018,Dowry Deaths,4778,71626362,6.67,85.17,70.67,5.87,299321,814,21.85,76.83,1094,33.5,81.75
Punjab,2018,Acid Attack,7626,71626362,10.65,85.17,70.67,5.87,299321,814,21.85,76.83,1094,33.5,81.75
Punjab,2018,Cyber Crime,8730,71626362,12.19,85.17,70.67,5.87,299321,814,21.85,76.83,1094,33.5,81.75
Punjab,2018,Stalking,8194,71626362,11.44,85.17,70.67,5.87,299321,814,21.85,76.83,1094,33.5,81.75
Punjab,2019,Rape,9002,73058889,12.32,83.14,52.3,8.95,57564,2969,46.01,69.21,993,33.5,81.75
Punjab,2019,Domestic Violence,9430,73058889,12.91,83.14,52.3,8.95,57564,2969,46.01,69.21,993,33.5,81.75
Punjab,2019,Kidnapping,3741,73058889,5.12,83.14,52.3,8.95,57564,2969,46.01,69.21,993,33.5,81.75
Punjab,2019,Harassment,1045,73058889,1.43,83.14,52.3,8.95,57564,2969,46.01,69.21,993,33.5,81.75
Punjab,2019,Dowry Deaths,4846,73058889,6.63,83.14,52.3,8.95,57564,2969,46.01,69.21,993,33.5,81.75
Punjab,2019,Acid Attack,4310,73058889,5.9,83.14,52.3,8.95,57564,2969,46.01,69.21,993,33.5,81.75
Punjab,2019,Cyber Crime,7706,73058889,10.55,83.14,52.3,8.95,57564,2969,46.01,69.21,993,33.5,81.75
Punjab,2019,Stalking,9505,73058889,13.01,83.14,52.3,8.95,57564,2969,46.01,69.21,993,33.5,81.75
Punjab,2020,Rape,4861,74491416,6.53,67.27,66.03,6.62,123972,947,51.38,89.32,476,33.5,81.75
Punjab,2020,Domestic Violence,7569,74491416,10.16,67.27,66.03,6.62,123972,947,51.38,89.32,476,33.5,81.75
Punjab,2020,Kidnapping,1420,74491416,1.91,67.27,66.03,6.62,123972,947,51.38,89.32,476,33.5,81.75
Punjab,2020,Harassment,8690,74491416,11.67,67.27,66.03,6.62,123972,947,51.38,89.32,476,33.5,81.75
Punjab,2020,Dowry Deaths,3930,74491416,5.28,67.27,66.03,6.62,123972,947,51.38,89.32,476,33.5,81.75
Punjab,2020,Acid Attack,4935,74491416,6.62,67.27,66.03,6.62,123972,947,51.38,89.32,476,33.5,81.75
Punjab,2020,Cyber Crime,4260,74491416,5.72,67.27,66.03,6.62,123972,947,51.38,89.32,476,33.5,81.75
Punjab,2020,Stalking,2550,74491416,3.42,67.27,66.03,6.62,123972,947,51.38,89.32,476,33.5,81.75
Punjab,2021,Rape,8673,75923943,11.42,71.36,37.82,10.68,213985,2181,49.46,62.48,1048,33.5,81.75
Punjab,2021,Domestic Violence,3132,75923943,4.13,71.36,37.82,10.68,213985,2181,49.46,62.48,1048,33.5,81.75
Punjab,2021,Kidnapping,4994,75923943,6.58,71.36,37.82,10.68,213985,2181,49.46,62.48,1048,33.5,81.75
Punjab,2021,Harassment,8556,75923943,11.27,71.36,37.82,10.68,213985,2181,49.46,62.48,1048,33.5,81.75
Punjab,2021,Dowry Deaths,8011,75923943,10.55,71.36,37.82,10.68,213985,2181,49.46,62.48,1048,33.5,81.75
Punjab,2021,Acid Attack,9655,75923943,12.72,71.36,37.82,10.68,213985,2181,49.46,62.48,1048,33.5,81.75
Punjab,2021,Cyber Crime,2328,75923943,3.07,71.36,37.82,10.68,213985,2181,49.46,62.48,1048,33.5,81.75
Punjab,2021,Stalking,9630,75923943,12.68,71.36,37.82,10.68,213985,2181,49.46,62.48,1048,33.5,81.75
Punjab,2022,Rape,6190,77356470,8.0,75.6,78.94,10.96,176295,210,65.19,94.51,663,33.5,81.75
Punjab,2022,Domestic Violence,8327,77356470,10.76,75.6,78.94,10.96,176295,210,65.19,94.51,663,33.5,81.75
Punjab,2022,Kidnapping,5929,77356470,7.66,75.6,78.94,10.96,176295,210,65.19,94.51,663,33.5,81.75
Punjab,2022,Harassment,9576,77356470,12.38,75.6,78.94,10.96,176295,210,65.19,94.51,663,33.5,81.75
Punjab,2022,Dowry Deaths,4064,77356470,5.25,75.6,78.94,10.96,176295,210,65.19,94.51,663,33.5,81.75
Punjab,2022,Acid Attack,1889,77356470,2.44,75.6,78.94,10.96,176295,210,65.19,94.51,663,33.5,81.75
Punjab,2022,Cyber Crime,7774,77356470,10.05,75.6,78.94,10.96,176295,210,65.19,94.51,663,33.5,81.75
Punjab,2022,Stalking,1324,77356470,1.71,75.6,78.94,10.96,176295,210,65.19,94.51,663,33.5,81.75
Punjab,2023,Rape,2413,78788998,3.06,62.72,31.19,10.02,168533,1996,51.49,59.73,1143,33.5,81.75
Punjab,2023,Domestic Violence,8157,78788998,10.35,62.72,31.19,10.02,168533,1996,51.49,59.73,1143,33.5,81.75
Punjab,2023,Kidnapping,2966,78788998,3.76,62.72,31.19,10.02,168533,1996,51.49,59.73,1143,33.5,81.75
Punjab,2023,Harassment,9541,78788998,12.11,62.72,31.19,10.02,168533,1996,51.49,59.73,1143,33.5,81.75
Punjab,2023,Dowry Deaths,7812,78788998,9.92,62.72,31.19,10.02,168533,1996,51.49,59.73,1143,33.5,81.75
Punjab,2023,Acid Attack,8694,78788998,11.03,62.72,31.19,10.02,168533,1996,51.49,59.73,1143,33.5,81.75
Punjab,2023,Cyber Crime,8406,78788998,10.67,62.72,31.19,10.02,168533,1996,51.49,59.73,1143,33.5,81.75
Punjab,2023,Stalking,5376,78788998,6.82,62.72,31.19,10.02,168533,1996,51.49,59.73,1143,33.5,81.75
Haryana,2018,Rape,7381,26765239,27.58,86.32,71.61,7.12,292615,2882,26.48,89.99,1020,28.19,69.01
Haryana,2018,Domestic Violence,1454,26765239,5.43,86.32,71.61,7.12,292615,2882,26.48,89.99,1020,28.19,69.01
Haryana,2018,Kidnapping,9675,26765239,36.15,86.32,71.61,7.12,292615,2882,26.48,89.99,1020,28.19,69.01
Haryana,2018,Harassment,7791,26765239,29.11,86.32,71.61,7.12,292615,2882,26.48,89.99,1020,28.19,69.01
Haryana,2018,Dowry Deaths,1474,26765239,5.51,86.32,71.61,7.12,292615,2882,26.48,89.99,1020,28.19,69.01
Haryana,2018,Acid Attack,4633,26765239,17.31,86.32,71.61,7.12,292615,2882,26.48,89.99,1020,28.19,69.01
Haryana,2018,Cyber Crime,5870,26765239,21.93,86.32,71.61,7.12,292615,2882,26.48,89.99,1020,28.19,69.01
Haryana,2018,Stalking,4472,26765239,16.71,86.32,71.61,7.12,292615,2882,26.48,89.99,1020,28.19,69.01
Haryana,2019,Rape,817,27300543,2.99,56.71,51.96,11.66,190975,995,23.81,88.3,1163,28.19,69.01
Haryana,2019,Domestic Violence,2896,27300543,10.61,56.71,51.96,11.66,190975,995,23.81,88.3,1163,28.19,69.01
Haryana,2019,Kidnapping,2662,27300543,9.75,56.71,51.96,11.66,190975,995,23.81,88.3,1163,28.19,69.01
Haryana,2019,Harassment,3245,27300543,11.89,56.71,51.96,11.66,190975,995,23.81,88.3,1163,28.19,69.01
Haryana,2019,Dowry Deaths,2091,27300543,7.66,56.71,51.96,11.66,190975,995,23.81,88.3,1163,28.19,69.01
Haryana,2019,Acid Attack,6683,27300543,24.48,56.71,51.96,11.66,190975,995,23.81,88.3,1163,28.19,69.01
Haryana,2019,Cyber Crime,4430,27300543,16.23,56.71,51.96,11.66,190975,995,23.81,88.3,1163,28.19,69.01
Haryana,2019,Stalking,1812,27300543,6.64,56.71,51.96,11.66,190975,995,23.81,88.3,1163,28.19,69.01
Haryana,2020,Rape,3104,27835848,11.15,85.75,67.85,8.93,294064,2818,63.36,81.88,462,28.19,69.01
Haryana,2020,Domestic Violence,4786,27835848,17.19,85.75,67.85,8.93,294064,2818,63.36,81.88,462,28.19,69.01
Haryana,2020,Kidnapping,4238,27835848,15.22,85.75,67.85,8.93,294064,2818,63.36,81.88,462,28.19,69.01
Haryana,2020,Harassment,2969,27835848,10.67,85.75,67.85,8.93,294064,2818,63.36,81.88,462,28.19,69.01
Haryana,2020,Dowry Deaths,5295,27835848,19.02,85.75,67.85,8.93,294064,2818,63.36,81.88,462,28.19,69.01
Haryana,2020,Acid Attack,6650,27835848,23.89,85.75,67.85,8.93,294064,2818,63.36,81.88,462,28.19,69.01
Haryana,2020,Cyber Crime,1056,27835848,3.79,85.75,67.85,8.93,294064,2818,63.36,81.88,462,28.19,69.01
Haryana,2020,Stalking,9517,27835848,34.19,85.75,67.85,8.93,294064,2818,63.36,81.88,462,28.19,69.01
Haryana,2021,Rape,2903,28371153,10.23,71.29,72.74,3.05,52719,2610,31.43,90.89,181,28.19,69.01
Haryana,2021,Domestic Violence,9280,28371153,32.71,71.29,72.74,3.05,52719,2610,31.43,90.89,181,28.19,69.01
Haryana,2021,Kidnapping,794,28371153,2.8,71.29,72.74,3.05,52719,2610,31.43,90.89,181,28.19,69.01
Haryana,2021,Harassment,5843,28371153,20.59,71.29,72.74,3.05,52719,2610,31.43,90.89,181,28.19,69.01
Haryana,2021,Dowry Deaths,1636,28371153,5.77,71.29,72.74,3.05,52719,2610,31.43,90.89,181,28.19,69.01
Haryana,2021,Acid Attack,2564,28371153,9.04,71.29,72.74,3.05,52719,2610,31.43,90.89,181,28.19,69.01
